	id_sent	head	dep	SCORE	type	sent	Title	Author	Created	Sphere	Type	Topic	Publication	Publ_year	Medium
1777	272	какова	и	0	cc	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1779	272	какова	степень	0	nsubj	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1780	272	ответственности	канонической	0	amod	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1782	272	моральной	и	0	cc	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1786	272	лица	допустившего	0	acl	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1787	272	рассылке	в	0	case	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1788	272	допустившего	рассылке	0	obl	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1789	272	допустившего	сообщение	0	obj	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1791	272	расценённым	быть	0	aux:pass	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1796	272	какова	или	0	cc	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1797	272	законного	же	0	advmod	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1800	272	средствами	и	0	cc	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1801	272	обстоятельств	без	0	case	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1802	272	обстоятельств	отягчающих	1	amod	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1805	272	попытка	создания	0	nmod	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1806	272	создания	спама	0	nmod	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1807	272	комиссия	каноническая	1	amod	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1812	272	сего	месяца	0	nmod	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1814	272	сего	года	0	nmod	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1815	272	попытка	обладающая	0	acl	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1816	272	полномочиями	достаточными	1	amod	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1817	272	обладающая	полномочиями	0	obj	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
1818	272	средствами	и	0	cc	В ответ на Ваше обращение с просьбой по рассмотрению вопроса,  является ли Ваше послание спамом,  если является то по каким признакам,  если не является,  то по каким каноническим нормам и какова степень канонической,  административной и моральной ответственности лица,  допустившего в рассылке сообщение,  могущее быть расценённым как организованная,  злонамеренная или же,  напротив,  непреднамеренная и без отягчающих обстоятельств попытка создания спама,  Каноническая Комиссия,  собравшаяся сего дня,  сего месяца,  сего года,  обладающая достаточными полномочиями и иными средствами,  необходимыми для точного,  канонического,  законного,  конкретного и справедливого рассмотрения Вашего запроса,  вынесения обязательного для исполнения и осуществления решения по данному делу,  рассматриваемому вышеупомянутой Комиссией,  и составления полного,  аргументированного,  ясного,  окончательного,  адекватного ситуации,  уровню и статусу вышеупомянутой Комиссии ответа на соответствующий вышеупомянутый запрос,  выносит авторитетное решение:									
